抽せん日,本数字,回別,ストレート,ボックス,セット(ストレート),セット(ボックス),ミニ
2006-09-05,"[8, 7, 4]",第1904回,,,,,
2006-09-06,"[1, 0, 4]",第1905回,,,,,
2006-09-07,"[5, 2, 2]",第1906回,,,,,
2006-09-08,"[8, 1, 5]",第1907回,,,,,
2006-09-11,"[8, 9, 2]",第1908回,,,,,
2006-09-12,"[8, 5, 9]",第1909回,,,,,
2006-09-13,"[4, 6, 8]",第1910回,,,,,
2006-09-14,"[0, 6, 2]",第1911回,,,,,
2006-09-15,"[0, 1, 9]",第1912回,,,,,
2006-09-18,"[1, 2, 1]",第1913回,,,,,
2006-09-19,"[9, 5, 5]",第1914回,,,,,
2006-09-20,"[9, 1, 8]",第1915回,,,,,
2006-09-21,"[5, 8, 6]",第1916回,,,,,
2006-09-22,"[8, 7, 5]",第1917回,,,,,
2006-09-25,"[4, 0, 2]",第1918回,,,,,
2006-09-26,"[1, 6, 1]",第1919回,,,,,
2006-09-27,"[8, 9, 8]",第1920回,,,,,
2006-09-28,"[8, 9, 0]",第1921回,,,,,
2006-09-29,"[4, 4, 8]",第1922回,,,,,
2006-10-02,"[6, 3, 3]",第1923回,,,,,
2006-10-03,"[4, 6, 1]",第1924回,,,,,
2006-10-04,"[7, 5, 7]",第1925回,,,,,
2006-10-05,"[9, 2, 4]",第1926回,,,,,
2006-10-06,"[8, 1, 3]",第1927回,,,,,
2006-10-09,"[1, 1, 3]",第1928回,,,,,
2006-10-10,"[8, 7, 4]",第1929回,,,,,
2006-10-11,"[4, 0, 2]",第1930回,,,,,
2006-10-12,"[5, 9, 5]",第1931回,,,,,
2006-10-13,"[8, 8, 7]",第1932回,,,,,
2006-10-16,"[5, 5, 9]",第1933回,,,,,
2006-10-17,"[7, 0, 0]",第1934回,,,,,
2006-10-18,"[2, 3, 6]",第1935回,,,,,
2006-10-19,"[1, 1, 3]",第1936回,,,,,
2006-10-20,"[7, 0, 3]",第1937回,,,,,
2006-10-23,"[2, 4, 3]",第1938回,,,,,
2006-10-24,"[2, 8, 6]",第1939回,,,,,
2006-10-25,"[4, 4, 0]",第1940回,,,,,
2006-10-26,"[4, 8, 3]",第1941回,,,,,
2006-10-27,"[8, 5, 0]",第1942回,,,,,
2006-10-30,"[5, 8, 8]",第1943回,,,,,
2006-10-31,"[1, 2, 1]",第1944回,,,,,
2006-11-01,"[8, 5, 5]",第1945回,,,,,
2006-11-02,"[6, 7, 9]",第1946回,,,,,
2006-11-03,"[3, 0, 3]",第1947回,,,,,
2006-11-06,"[9, 9, 2]",第1948回,,,,,
2006-11-07,"[7, 1, 3]",第1949回,,,,,
2006-11-08,"[6, 3, 0]",第1950回,,,,,
2006-11-09,"[6, 6, 3]",第1951回,,,,,
2006-11-10,"[3, 6, 8]",第1952回,,,,,
2006-11-13,"[9, 7, 2]",第1953回,,,,,
2006-11-14,"[1, 3, 1]",第1954回,,,,,
2006-11-15,"[8, 6, 1]",第1955回,,,,,
2006-11-16,"[4, 3, 2]",第1956回,,,,,
2006-11-17,"[4, 1, 4]",第1957回,,,,,
2006-11-20,"[3, 1, 2]",第1958回,,,,,
2006-11-21,"[1, 9, 2]",第1959回,,,,,
2006-11-22,"[4, 6, 0]",第1960回,,,,,
2006-11-23,"[0, 9, 2]",第1961回,,,,,
2006-11-24,"[3, 9, 5]",第1962回,,,,,
2006-11-27,"[6, 9, 7]",第1963回,,,,,
2006-11-28,"[3, 5, 9]",第1964回,,,,,
2006-11-29,"[0, 4, 2]",第1965回,,,,,
2006-11-30,"[8, 2, 6]",第1966回,,,,,
2006-12-01,"[5, 3, 3]",第1967回,,,,,
2006-12-04,"[4, 0, 7]",第1968回,,,,,
2006-12-05,"[6, 7, 5]",第1969回,,,,,
2006-12-06,"[4, 5, 5]",第1970回,,,,,
2006-12-07,"[1, 9, 8]",第1971回,,,,,
2006-12-08,"[0, 5, 8]",第1972回,,,,,
2006-12-11,"[7, 1, 9]",第1973回,,,,,
2006-12-12,"[6, 9, 2]",第1974回,,,,,
2006-12-13,"[0, 4, 9]",第1975回,,,,,
2006-12-14,"[5, 5, 5]",第1976回,,,,,
2006-12-15,"[5, 3, 6]",第1977回,,,,,
2006-12-18,"[6, 4, 9]",第1978回,,,,,
2006-12-19,"[8, 0, 8]",第1979回,,,,,
2006-12-20,"[6, 5, 2]",第1980回,,,,,
2006-12-21,"[7, 7, 8]",第1981回,,,,,
2006-12-22,"[8, 3, 3]",第1982回,,,,,
2006-12-25,"[2, 1, 8]",第1983回,,,,,
2006-12-26,"[2, 5, 8]",第1984回,,,,,
2006-12-27,"[8, 2, 4]",第1985回,,,,,
2006-12-28,"[1, 2, 9]",第1986回,,,,,
2006-12-29,"[0, 6, 1]",第1987回,,,,,
2007-01-04,"[0, 9, 0]",第1988回,,,,,
2007-01-05,"[9, 4, 2]",第1989回,,,,,
2007-01-08,"[7, 2, 6]",第1990回,,,,,
2007-01-09,"[5, 2, 2]",第1991回,,,,,
2007-01-10,"[9, 4, 9]",第1992回,,,,,
2007-01-11,"[4, 3, 8]",第1993回,,,,,
2007-01-12,"[3, 0, 5]",第1994回,,,,,
2007-01-15,"[8, 4, 7]",第1995回,,,,,
2007-01-16,"[5, 8, 1]",第1996回,,,,,
2007-01-17,"[9, 0, 8]",第1997回,,,,,
2007-01-18,"[5, 8, 0]",第1998回,,,,,
2007-01-19,"[9, 0, 0]",第1999回,,,,,
2007-01-22,"[4, 4, 0]",第2000回,,,,,
2007-01-23,"[3, 2, 5]",第2001回,,,,,
2007-01-24,"[5, 6, 7]",第2002回,,,,,
2007-01-25,"[5, 3, 7]",第2003回,,,,,
2007-01-26,"[8, 1, 0]",第2004回,,,,,
2007-01-29,"[5, 2, 5]",第2005回,,,,,
2007-01-30,"[5, 7, 4]",第2006回,,,,,
2007-01-31,"[3, 1, 1]",第2007回,,,,,
2007-02-01,"[6, 2, 4]",第2008回,,,,,
2007-02-02,"[5, 9, 4]",第2009回,,,,,
2007-02-05,"[4, 1, 2]",第2010回,,,,,
2007-02-06,"[8, 1, 5]",第2011回,,,,,
2007-02-07,"[5, 3, 9]",第2012回,,,,,
2007-02-08,"[8, 7, 4]",第2013回,,,,,
2007-02-09,"[0, 0, 8]",第2014回,,,,,
2007-02-12,"[8, 4, 2]",第2015回,,,,,
2007-02-13,"[2, 6, 8]",第2016回,,,,,
2007-02-14,"[3, 1, 5]",第2017回,,,,,
2007-02-15,"[4, 5, 3]",第2018回,,,,,
2007-02-16,"[5, 1, 9]",第2019回,,,,,
2007-02-19,"[4, 4, 9]",第2020回,,,,,
2007-02-20,"[0, 2, 7]",第2021回,,,,,
2007-02-21,"[2, 4, 0]",第2022回,,,,,
2007-02-22,"[7, 0, 5]",第2023回,,,,,
2007-02-23,"[9, 3, 9]",第2024回,,,,,
2007-02-26,"[9, 6, 4]",第2025回,,,,,
2007-02-27,"[1, 6, 0]",第2026回,,,,,
2007-02-28,"[1, 7, 2]",第2027回,,,,,
2007-03-01,"[3, 7, 8]",第2028回,,,,,
2007-03-02,"[3, 0, 8]",第2029回,,,,,
2007-03-05,"[3, 2, 1]",第2030回,,,,,
2007-03-06,"[4, 7, 7]",第2031回,,,,,
2007-03-07,"[9, 7, 4]",第2032回,,,,,
2007-03-08,"[4, 1, 7]",第2033回,,,,,
2007-03-09,"[9, 3, 8]",第2034回,,,,,
2007-03-12,"[4, 1, 5]",第2035回,,,,,
2007-03-13,"[4, 0, 3]",第2036回,,,,,
2007-03-14,"[9, 7, 1]",第2037回,,,,,
2007-03-15,"[9, 7, 7]",第2038回,,,,,
2007-03-16,"[2, 3, 1]",第2039回,,,,,
2007-03-19,"[7, 3, 2]",第2040回,,,,,
2007-03-20,"[1, 4, 9]",第2041回,,,,,
2007-03-21,"[5, 5, 0]",第2042回,,,,,
2007-03-22,"[3, 3, 4]",第2043回,,,,,
2007-03-23,"[0, 3, 4]",第2044回,,,,,
2007-03-26,"[6, 3, 2]",第2045回,,,,,
2007-03-27,"[7, 0, 7]",第2046回,,,,,
2007-03-28,"[0, 0, 1]",第2047回,,,,,
2007-03-29,"[9, 8, 4]",第2048回,,,,,
2007-03-30,"[7, 7, 1]",第2049回,,,,,
2007-04-02,"[7, 4, 6]",第2050回,,,,,
2007-04-03,"[3, 3, 0]",第2051回,,,,,
2007-04-04,"[1, 2, 1]",第2052回,,,,,
2007-04-05,"[3, 6, 8]",第2053回,,,,,
2007-04-06,"[3, 7, 9]",第2054回,,,,,
2007-04-09,"[2, 6, 6]",第2055回,,,,,
2007-04-10,"[6, 4, 6]",第2056回,,,,,
2007-04-11,"[1, 6, 5]",第2057回,,,,,
2007-04-12,"[7, 1, 5]",第2058回,,,,,
2007-04-13,"[1, 8, 3]",第2059回,,,,,
2007-04-16,"[2, 2, 3]",第2060回,,,,,
2007-04-17,"[9, 7, 4]",第2061回,,,,,
2007-04-18,"[6, 2, 1]",第2062回,,,,,
2007-04-19,"[5, 1, 9]",第2063回,,,,,
2007-04-20,"[9, 2, 6]",第2064回,,,,,
2007-04-23,"[3, 0, 1]",第2065回,,,,,
2007-04-24,"[4, 5, 6]",第2066回,,,,,
2007-04-25,"[1, 2, 3]",第2067回,,,,,
2007-04-26,"[1, 5, 7]",第2068回,,,,,
2007-04-27,"[3, 0, 6]",第2069回,,,,,
2007-04-30,"[7, 0, 1]",第2070回,,,,,
2007-05-01,"[6, 5, 4]",第2071回,,,,,
2007-05-02,"[3, 9, 9]",第2072回,,,,,
2007-05-03,"[2, 3, 1]",第2073回,,,,,
2007-05-04,"[1, 7, 2]",第2074回,,,,,
2007-05-07,"[3, 0, 2]",第2075回,,,,,
2007-05-08,"[8, 2, 7]",第2076回,,,,,
2007-05-09,"[9, 3, 6]",第2077回,,,,,
2007-05-10,"[4, 6, 6]",第2078回,,,,,
2007-05-11,"[7, 2, 5]",第2079回,,,,,
2007-05-14,"[5, 9, 4]",第2080回,,,,,
2007-05-15,"[7, 1, 6]",第2081回,,,,,
2007-05-16,"[1, 7, 8]",第2082回,,,,,
2007-05-17,"[5, 4, 4]",第2083回,,,,,
2007-05-18,"[8, 2, 6]",第2084回,,,,,
2007-05-21,"[5, 2, 2]",第2085回,,,,,
2007-05-22,"[8, 0, 3]",第2086回,,,,,
2007-05-23,"[8, 2, 1]",第2087回,,,,,
2007-05-24,"[4, 0, 7]",第2088回,,,,,
2007-05-25,"[3, 5, 3]",第2089回,,,,,
2007-05-28,"[6, 4, 2]",第2090回,,,,,
2007-05-29,"[4, 2, 8]",第2091回,,,,,
2007-05-30,"[1, 5, 6]",第2092回,,,,,
2007-05-31,"[3, 8, 6]",第2093回,,,,,
2007-06-01,"[3, 9, 2]",第2094回,,,,,
2007-06-04,"[2, 4, 2]",第2095回,,,,,
2007-06-05,"[5, 5, 6]",第2096回,,,,,
2007-06-06,"[0, 4, 5]",第2097回,,,,,
2007-06-07,"[4, 0, 5]",第2098回,,,,,
2007-06-08,"[0, 3, 2]",第2099回,,,,,
2007-06-11,"[6, 4, 2]",第2100回,,,,,
2007-06-12,"[1, 3, 5]",第2101回,,,,,
2007-06-13,"[5, 6, 0]",第2102回,,,,,
2007-06-14,"[9, 8, 9]",第2103回,,,,,
2007-06-15,"[2, 3, 6]",第2104回,,,,,
2007-06-18,"[2, 2, 2]",第2105回,,,,,
2007-06-19,"[5, 8, 4]",第2106回,,,,,
2007-06-20,"[7, 9, 1]",第2107回,,,,,
2007-06-21,"[1, 0, 6]",第2108回,,,,,
2007-06-22,"[7, 5, 7]",第2109回,,,,,
2007-06-25,"[8, 5, 9]",第2110回,,,,,
2007-06-26,"[9, 2, 5]",第2111回,,,,,
2007-06-27,"[4, 8, 2]",第2112回,,,,,
2007-06-28,"[2, 7, 8]",第2113回,,,,,
2007-06-29,"[4, 5, 3]",第2114回,,,,,
2007-07-02,"[4, 4, 7]",第2115回,,,,,
2007-07-03,"[6, 5, 6]",第2116回,,,,,
2007-07-04,"[0, 1, 2]",第2117回,,,,,
2007-07-05,"[0, 5, 5]",第2118回,,,,,
2007-07-06,"[1, 2, 8]",第2119回,,,,,
2007-07-09,"[5, 9, 1]",第2120回,,,,,
2007-07-10,"[1, 7, 0]",第2121回,,,,,
2007-07-11,"[7, 7, 8]",第2122回,,,,,
2007-07-12,"[5, 8, 6]",第2123回,,,,,
2007-07-13,"[8, 6, 7]",第2124回,,,,,
2007-07-16,"[8, 6, 4]",第2125回,,,,,
2007-07-17,"[3, 9, 8]",第2126回,,,,,
2007-07-18,"[7, 5, 2]",第2127回,,,,,
2007-07-19,"[6, 0, 0]",第2128回,,,,,
2007-07-20,"[0, 8, 9]",第2129回,,,,,
2007-07-23,"[8, 5, 7]",第2130回,,,,,
2007-07-24,"[2, 8, 7]",第2131回,,,,,
2007-07-25,"[9, 3, 8]",第2132回,,,,,
2007-07-26,"[8, 1, 8]",第2133回,,,,,
2007-07-27,"[3, 9, 1]",第2134回,,,,,
2007-07-30,"[2, 5, 4]",第2135回,,,,,
2007-07-31,"[9, 7, 1]",第2136回,,,,,
2007-08-01,"[9, 3, 1]",第2137回,,,,,
2007-08-02,"[4, 9, 8]",第2138回,,,,,
2007-08-03,"[5, 0, 9]",第2139回,,,,,
2007-08-06,"[3, 1, 8]",第2140回,,,,,
2007-08-07,"[0, 8, 1]",第2141回,,,,,
2007-08-08,"[1, 1, 2]",第2142回,,,,,
2007-08-09,"[9, 8, 7]",第2143回,,,,,
2007-08-10,"[1, 8, 9]",第2144回,,,,,
2007-08-13,"[7, 0, 0]",第2145回,,,,,
2007-08-14,"[0, 3, 5]",第2146回,,,,,
2007-08-15,"[4, 7, 8]",第2147回,,,,,
2007-08-16,"[8, 2, 2]",第2148回,,,,,
2007-08-17,"[7, 0, 3]",第2149回,,,,,
2007-08-20,"[9, 7, 5]",第2150回,,,,,
2007-08-21,"[9, 1, 2]",第2151回,,,,,
2007-08-22,"[7, 3, 0]",第2152回,,,,,
2007-08-23,"[1, 5, 2]",第2153回,,,,,
2007-08-24,"[8, 3, 0]",第2154回,,,,,
2007-08-27,"[4, 9, 4]",第2155回,,,,,
2007-08-28,"[2, 3, 9]",第2156回,,,,,
2007-08-29,"[6, 7, 8]",第2157回,,,,,
2007-08-30,"[5, 8, 5]",第2158回,,,,,
2007-08-31,"[3, 8, 7]",第2159回,,,,,
2007-09-03,"[3, 5, 3]",第2160回,,,,,
2007-09-04,"[6, 2, 6]",第2161回,,,,,
2007-09-05,"[6, 7, 7]",第2162回,,,,,
2007-09-06,"[5, 7, 1]",第2163回,,,,,
2007-09-07,"[1, 5, 0]",第2164回,,,,,
2007-09-10,"[4, 0, 0]",第2165回,,,,,
2007-09-11,"[0, 9, 2]",第2166回,,,,,
2007-09-12,"[1, 9, 8]",第2167回,,,,,
2007-09-13,"[1, 6, 9]",第2168回,,,,,
2007-09-14,"[6, 1, 8]",第2169回,,,,,
2007-09-17,"[7, 5, 5]",第2170回,,,,,
2007-09-18,"[2, 3, 3]",第2171回,,,,,
2007-09-19,"[6, 7, 3]",第2172回,,,,,
2007-09-20,"[1, 4, 5]",第2173回,,,,,
2007-09-21,"[4, 6, 1]",第2174回,,,,,
2007-09-24,"[9, 3, 8]",第2175回,,,,,
2007-09-25,"[7, 6, 2]",第2176回,,,,,
2007-09-26,"[6, 9, 1]",第2177回,,,,,
2007-09-27,"[8, 4, 2]",第2178回,,,,,
2007-09-28,"[0, 0, 9]",第2179回,,,,,
2007-10-01,"[6, 4, 4]",第2180回,,,,,
2007-10-02,"[8, 0, 9]",第2181回,,,,,
2007-10-03,"[9, 5, 8]",第2182回,,,,,
2007-10-04,"[8, 6, 3]",第2183回,,,,,
2007-10-05,"[2, 3, 6]",第2184回,,,,,
2007-10-08,"[5, 2, 5]",第2185回,,,,,
2007-10-09,"[7, 4, 4]",第2186回,,,,,
2007-10-10,"[8, 8, 4]",第2187回,,,,,
2007-10-11,"[7, 8, 5]",第2188回,,,,,
2007-10-12,"[5, 6, 1]",第2189回,,,,,
2007-10-15,"[2, 7, 8]",第2190回,,,,,
2007-10-16,"[8, 6, 4]",第2191回,,,,,
2007-10-17,"[7, 5, 7]",第2192回,,,,,
2007-10-18,"[8, 3, 2]",第2193回,,,,,
2007-10-19,"[9, 6, 6]",第2194回,,,,,
2007-10-22,"[6, 0, 4]",第2195回,,,,,
2007-10-23,"[1, 7, 1]",第2196回,,,,,
2007-10-24,"[3, 9, 1]",第2197回,,,,,
2007-10-25,"[6, 1, 4]",第2198回,,,,,
2007-10-26,"[6, 8, 5]",第2199回,,,,,
2007-10-29,"[1, 3, 0]",第2200回,,,,,
2007-10-30,"[0, 7, 9]",第2201回,,,,,
2007-10-31,"[6, 7, 5]",第2202回,,,,,
2007-11-01,"[0, 3, 8]",第2203回,,,,,
2007-11-02,"[2, 5, 4]",第2204回,,,,,
2007-11-05,"[0, 1, 8]",第2205回,,,,,
2007-11-06,"[9, 2, 8]",第2206回,,,,,
2007-11-07,"[4, 1, 8]",第2207回,,,,,
2007-11-08,"[9, 5, 5]",第2208回,,,,,
2007-11-09,"[4, 0, 9]",第2209回,,,,,
2007-11-12,"[6, 3, 8]",第2210回,,,,,
2007-11-13,"[3, 3, 4]",第2211回,,,,,
2007-11-14,"[7, 8, 5]",第2212回,,,,,
2007-11-15,"[8, 9, 2]",第2213回,,,,,
2007-11-16,"[6, 7, 9]",第2214回,,,,,
2007-11-19,"[7, 6, 2]",第2215回,,,,,
2007-11-20,"[6, 5, 2]",第2216回,,,,,
2007-11-21,"[1, 4, 5]",第2217回,,,,,
2007-11-22,"[0, 1, 3]",第2218回,,,,,
2007-11-23,"[6, 0, 1]",第2219回,,,,,
2007-11-26,"[7, 8, 1]",第2220回,,,,,
2007-11-27,"[3, 9, 5]",第2221回,,,,,
2007-11-28,"[3, 7, 3]",第2222回,,,,,
2007-11-29,"[3, 6, 1]",第2223回,,,,,
2007-11-30,"[3, 2, 6]",第2224回,,,,,
2007-12-03,"[4, 6, 9]",第2225回,,,,,
2007-12-04,"[5, 1, 7]",第2226回,,,,,
2007-12-05,"[5, 1, 5]",第2227回,,,,,
2007-12-06,"[4, 2, 6]",第2228回,,,,,
2007-12-07,"[3, 0, 6]",第2229回,,,,,
2007-12-10,"[8, 3, 9]",第2230回,,,,,
2007-12-11,"[9, 4, 3]",第2231回,,,,,
2007-12-12,"[5, 8, 0]",第2232回,,,,,
2007-12-13,"[0, 3, 3]",第2233回,,,,,
2007-12-14,"[5, 7, 9]",第2234回,,,,,
2007-12-17,"[8, 8, 8]",第2235回,,,,,
2007-12-18,"[7, 6, 1]",第2236回,,,,,
2007-12-19,"[8, 9, 6]",第2237回,,,,,
2007-12-20,"[5, 3, 8]",第2238回,,,,,
2007-12-21,"[9, 5, 8]",第2239回,,,,,
2007-12-24,"[7, 6, 8]",第2240回,,,,,
2007-12-25,"[2, 9, 4]",第2241回,,,,,
2007-12-26,"[3, 0, 4]",第2242回,,,,,
2007-12-27,"[7, 1, 5]",第2243回,,,,,
2007-12-28,"[1, 8, 2]",第2244回,,,,,
2008-01-04,"[0, 2, 9]",第2245回,,,,,
2008-01-07,"[9, 6, 5]",第2246回,,,,,
2008-01-08,"[6, 8, 2]",第2247回,,,,,
2008-01-09,"[4, 4, 3]",第2248回,,,,,
2008-01-10,"[9, 7, 2]",第2249回,,,,,
2008-01-11,"[9, 0, 0]",第2250回,,,,,
2008-01-14,"[9, 7, 8]",第2251回,,,,,
2008-01-15,"[6, 5, 1]",第2252回,,,,,
2008-01-16,"[1, 7, 8]",第2253回,,,,,
2008-01-17,"[8, 1, 0]",第2254回,,,,,
2008-01-18,"[0, 6, 6]",第2255回,,,,,
2008-01-21,"[8, 7, 5]",第2256回,,,,,
2008-01-22,"[2, 9, 7]",第2257回,,,,,
2008-01-23,"[3, 9, 0]",第2258回,,,,,
2008-01-24,"[0, 1, 8]",第2259回,,,,,
2008-01-25,"[0, 0, 4]",第2260回,,,,,
2008-01-28,"[9, 8, 2]",第2261回,,,,,
2008-01-29,"[4, 8, 8]",第2262回,,,,,
2008-01-30,"[5, 1, 4]",第2263回,,,,,
2008-01-31,"[3, 0, 9]",第2264回,,,,,
2008-02-01,"[1, 7, 0]",第2265回,,,,,
2008-02-04,"[1, 2, 2]",第2266回,,,,,
2008-02-05,"[6, 9, 9]",第2267回,,,,,
2008-02-06,"[7, 4, 5]",第2268回,,,,,
2008-02-07,"[0, 1, 4]",第2269回,,,,,
2008-02-08,"[0, 8, 6]",第2270回,,,,,
2008-02-11,"[0, 1, 4]",第2271回,,,,,
2008-02-12,"[6, 1, 0]",第2272回,,,,,
2008-02-13,"[5, 6, 9]",第2273回,,,,,
2008-02-14,"[7, 0, 5]",第2274回,,,,,
2008-02-15,"[4, 3, 5]",第2275回,,,,,
2008-02-18,"[5, 9, 9]",第2276回,,,,,
2008-02-19,"[8, 0, 2]",第2277回,,,,,
2008-02-20,"[2, 1, 5]",第2278回,,,,,
2008-02-21,"[2, 7, 6]",第2279回,,,,,
2008-02-22,"[1, 7, 5]",第2280回,,,,,
2008-02-25,"[1, 2, 8]",第2281回,,,,,
2008-02-26,"[4, 7, 2]",第2282回,,,,,
2008-02-27,"[3, 4, 8]",第2283回,,,,,
2008-02-28,"[9, 5, 6]",第2284回,,,,,
2008-02-29,"[6, 1, 6]",第2285回,,,,,
2008-03-03,"[6, 4, 8]",第2286回,,,,,
2008-03-04,"[1, 9, 9]",第2287回,,,,,
2008-03-05,"[0, 2, 2]",第2288回,,,,,
2008-03-06,"[8, 5, 8]",第2289回,,,,,
2008-03-07,"[8, 4, 2]",第2290回,,,,,
2008-03-10,"[6, 8, 6]",第2291回,,,,,
2008-03-11,"[6, 8, 5]",第2292回,,,,,
2008-03-12,"[6, 3, 3]",第2293回,,,,,
2008-03-13,"[1, 3, 9]",第2294回,,,,,
2008-03-14,"[3, 1, 7]",第2295回,,,,,
2008-03-17,"[2, 8, 1]",第2296回,,,,,
2008-03-18,"[4, 4, 0]",第2297回,,,,,
2008-03-19,"[2, 4, 0]",第2298回,,,,,
2008-03-20,"[4, 1, 8]",第2299回,,,,,
2008-03-21,"[4, 1, 1]",第2300回,,,,,
2008-03-24,"[0, 4, 8]",第2301回,,,,,
2008-03-25,"[8, 4, 9]",第2302回,,,,,
2008-03-26,"[0, 2, 2]",第2303回,,,,,
2008-03-27,"[6, 3, 1]",第2304回,,,,,
2008-03-28,"[1, 9, 7]",第2305回,,,,,
2008-03-31,"[9, 0, 9]",第2306回,,,,,
2008-04-01,"[4, 0, 1]",第2307回,,,,,
2008-04-02,"[6, 0, 1]",第2308回,,,,,
2008-04-03,"[2, 7, 9]",第2309回,,,,,
2008-04-04,"[8, 8, 9]",第2310回,,,,,
2008-04-07,"[4, 5, 7]",第2311回,,,,,
2008-04-08,"[4, 7, 8]",第2312回,,,,,
2008-04-09,"[4, 1, 2]",第2313回,,,,,
2008-04-10,"[4, 9, 9]",第2314回,,,,,
2008-04-11,"[9, 4, 6]",第2315回,,,,,
2008-04-14,"[4, 2, 2]",第2316回,,,,,
2008-04-15,"[1, 6, 5]",第2317回,,,,,
2008-04-16,"[2, 3, 0]",第2318回,,,,,
2008-04-17,"[2, 3, 7]",第2319回,,,,,
2008-04-18,"[6, 1, 7]",第2320回,,,,,
2008-04-21,"[6, 6, 8]",第2321回,,,,,
2008-04-22,"[6, 7, 9]",第2322回,,,,,
2008-04-23,"[6, 2, 1]",第2323回,,,,,
2008-04-24,"[7, 7, 4]",第2324回,,,,,
2008-04-25,"[1, 1, 7]",第2325回,,,,,
2008-04-28,"[6, 7, 0]",第2326回,,,,,
2008-04-29,"[2, 1, 2]",第2327回,,,,,
2008-04-30,"[7, 2, 4]",第2328回,,,,,
2008-05-01,"[1, 6, 2]",第2329回,,,,,
2008-05-02,"[7, 5, 1]",第2330回,,,,,
2008-05-05,"[7, 7, 9]",第2331回,,,,,
2008-05-06,"[6, 2, 7]",第2332回,,,,,
2008-05-07,"[0, 4, 6]",第2333回,,,,,
2008-05-08,"[2, 7, 6]",第2334回,,,,,
2008-05-09,"[6, 5, 5]",第2335回,,,,,
2008-05-12,"[9, 7, 0]",第2336回,,,,,
2008-05-13,"[9, 0, 7]",第2337回,,,,,
2008-05-14,"[3, 5, 7]",第2338回,,,,,
2008-05-15,"[3, 0, 2]",第2339回,,,,,
2008-05-16,"[1, 1, 9]",第2340回,,,,,
2008-05-19,"[7, 2, 8]",第2341回,,,,,
2008-05-20,"[8, 7, 4]",第2342回,,,,,
2008-05-21,"[9, 5, 0]",第2343回,,,,,
2008-05-22,"[6, 7, 7]",第2344回,,,,,
2008-05-23,"[3, 1, 6]",第2345回,,,,,
2008-05-26,"[6, 1, 3]",第2346回,,,,,
2008-05-27,"[1, 8, 3]",第2347回,,,,,
2008-05-28,"[9, 7, 5]",第2348回,,,,,
2008-05-29,"[8, 4, 2]",第2349回,,,,,
2008-05-30,"[7, 7, 2]",第2350回,,,,,
2008-06-02,"[3, 4, 2]",第2351回,,,,,
2008-06-03,"[0, 4, 1]",第2352回,,,,,
2008-06-04,"[4, 7, 1]",第2353回,,,,,
2008-06-05,"[7, 3, 9]",第2354回,,,,,
2008-06-06,"[4, 5, 3]",第2355回,,,,,
2008-06-09,"[0, 9, 1]",第2356回,,,,,
2008-06-10,"[5, 9, 6]",第2357回,,,,,
2008-06-11,"[7, 0, 4]",第2358回,,,,,
2008-06-12,"[5, 3, 8]",第2359回,,,,,
2008-06-13,"[2, 7, 2]",第2360回,,,,,
2008-06-16,"[4, 7, 4]",第2361回,,,,,
2008-06-17,"[8, 0, 9]",第2362回,,,,,
2008-06-18,"[2, 1, 5]",第2363回,,,,,
2008-06-19,"[4, 0, 1]",第2364回,,,,,
2008-06-20,"[0, 7, 0]",第2365回,,,,,
2008-06-23,"[9, 9, 1]",第2366回,,,,,
2008-06-24,"[7, 7, 7]",第2367回,,,,,
2008-06-25,"[5, 9, 7]",第2368回,,,,,
2008-06-26,"[0, 0, 9]",第2369回,,,,,
2008-06-27,"[8, 1, 6]",第2370回,,,,,
2008-06-30,"[9, 6, 0]",第2371回,,,,,
2008-07-01,"[8, 5, 6]",第2372回,,,,,
2008-07-02,"[7, 0, 3]",第2373回,,,,,
2008-07-03,"[9, 4, 3]",第2374回,,,,,
2008-07-04,"[6, 1, 8]",第2375回,,,,,
2008-07-07,"[2, 7, 1]",第2376回,,,,,
2008-07-08,"[2, 0, 2]",第2377回,,,,,
2008-07-09,"[8, 0, 8]",第2378回,,,,,
2008-07-10,"[2, 0, 0]",第2379回,,,,,
2008-07-11,"[3, 7, 2]",第2380回,,,,,
2008-07-14,"[2, 8, 6]",第2381回,,,,,
2008-07-15,"[1, 4, 1]",第2382回,,,,,
2008-07-16,"[5, 6, 8]",第2383回,,,,,
2008-07-17,"[0, 6, 6]",第2384回,,,,,
2008-07-18,"[7, 3, 3]",第2385回,,,,,
2008-07-21,"[1, 4, 1]",第2386回,,,,,
2008-07-22,"[6, 2, 6]",第2387回,,,,,
2008-07-23,"[4, 7, 5]",第2388回,,,,,
2008-07-24,"[1, 4, 2]",第2389回,,,,,
2008-07-25,"[2, 7, 1]",第2390回,,,,,
2008-07-28,"[9, 0, 0]",第2391回,,,,,
2008-07-29,"[3, 2, 5]",第2392回,,,,,
2008-07-30,"[9, 6, 3]",第2393回,,,,,
2008-07-31,"[0, 0, 8]",第2394回,,,,,
2008-08-01,"[1, 6, 9]",第2395回,,,,,
2008-08-04,"[0, 0, 3]",第2396回,,,,,
2008-08-05,"[5, 3, 1]",第2397回,,,,,
2008-08-06,"[1, 4, 0]",第2398回,,,,,
2008-08-07,"[8, 0, 1]",第2399回,,,,,
2008-08-08,"[7, 0, 3]",第2400回,,,,,
2008-08-11,"[1, 1, 7]",第2401回,,,,,
